,value,percentage,datetime,Tipo,Id_Comunidad
323,7255.261,0.21662825547449996,2019-01-01T00:00:00.000+01:00,generacion,13
324,7365.365,0.2144963579507908,2019-02-01T00:00:00.000+01:00,generacion,13
325,7916.29,0.20948837765147335,2019-03-01T00:00:00.000+01:00,generacion,13
326,9552.571,0.2552183379658802,2019-04-01T00:00:00.000+02:00,generacion,13
327,8793.242,0.22435467975469187,2019-05-01T00:00:00.000+02:00,generacion,13
328,9590.487,0.23341236662523543,2019-06-01T00:00:00.000+02:00,generacion,13
329,7660.623,0.20421736408067112,2019-07-01T00:00:00.000+02:00,generacion,13
330,6305.742,0.18585016141640828,2019-08-01T00:00:00.000+02:00,generacion,13
331,4911.483,0.14668785720942704,2019-09-01T00:00:00.000+02:00,generacion,13
332,4269.331,0.13452165128105947,2019-10-01T00:00:00.000+02:00,generacion,13
333,7635.876,0.2341696549900613,2019-11-01T00:00:00.000+01:00,generacion,13
334,15735.216,0.3751407205406644,2019-12-01T00:00:00.000+01:00,generacion,13
335,12505.179,0.3146005140732783,2020-01-01T00:00:00.000+01:00,generacion,13
336,8883.309,0.24042641604656664,2020-02-01T00:00:00.000+01:00,generacion,13
337,7810.953,0.20636749672553767,2020-03-01T00:00:00.000+01:00,generacion,13
338,12028.71,0.30346015737471493,2020-04-01T00:00:00.000+02:00,generacion,13
